text,intent,source,group,n_tokens
wat is the latte registration fee for next sem,academic_registration,augmented,academic_registration::What is the late registration fee for {term}?,9
"As a final year student, what is the process to apply for a course completion certificate?",certificates,template,certificates::What is the process to apply for a {cert}?,16
What is the seating arrangement for the improvement exam?,examinations,template,examinations::What is the seating arrangement for the {exam}?,9
wat is the last date to apply for a study certificate?,certificates,augmented,certificates::What is the last date to apply for a {cert}?,11
Roll number A088 here. How many students get the SC/ST scholarship each year?,scholarships,template,scholarships::How many students get the {sch} each year?,13
Is a mark statement enough for WES?,transcripts,template,transcripts::Is a {doc} enough for {dest}?,7
Will duty leave for a conference be counted as present?,attendance,template,attendance::Will duty leave for {reason} be counted as present?,10
"Hi, I am from civil. Who do I contact about the supplementary exam schedule?",examinations,template,examinations::Who do I contact about the {exam} schedule?,14
Tell me about the sports scholarship available for students.,scholarships,template,scholarships::Tell me about the {sch} available for students.,9
I am a second year CSE student. Is it possible to update the photo on my student ID card?,id_cards,template,id_cards::Is it possible to update the photo on my {card}?,19
My registration for the fal semester is stuck at pending approval frm the faculty advisor.,academic_registration,augmented,academic_registration::My registration for {term} is stuck at pending approval from the faculty advisor.,15
When does course registration for next semester open? Any help is appreciated.,academic_registration,template,academic_registration::When does course registration for {term} open?,12
Can I pay the re-registration fee in installments?,fees,template,fees::Can I pay the {fee} in installments?,8
How long will it take to receive my transcript after applying?,transcripts,seed,seed::7::transcripts,11
pls tell me the procedure for the makeup exam in computer networks.,examinations,augmented,examinations::Please tell me the procedure for the {exam} in {subject}.,12
Quick question: the portal shows me absent although I was present in operating systems class.,attendance,template,attendance::The portal shows me absent although I was present in {subject} class.,15
"madam, help, my identity card is misplaced. i am in sem 5.",id_cards,augmented,"id_cards::Help, my {card} is {problem}.",12
"Hi, I need to extend my hostel stay during the summer vacation.",hostel,template,hostel::I need to extend my hostel stay during {vac}.,12
Quick question: I need a fee structure document for my education loan. I am in semester 3.,fees,template,fees::I need a fee structure document for my education loan.,17
How do I apply for a room in the boys hostel? Thanks.,hostel,template,hostel::How do I apply for a {room}?,12
How can I drop the lab course after registering?,academic_registration,template,academic_registration::How can I drop the {course} after registering?,9
when's the next movie starring thor set to come out,out_of_scope,clinc150,clinc::when's the next movie starring thor set to come out,10
"Hi, I am from mechanical. How many students get the research fellowship each year?",scholarships,template,scholarships::How many students get the {sch} each year?,14
When will my degree transcript be dispatched to IELTS?,transcripts,template,transcripts::When will my {doc} be dispatched to {dest}?,9
Apply for a new hostel ID card please.,id_cards,template,id_cards::Apply for a new {card} please.,8
How do I get a provisional degree certificate?,certificates,template,certificates::How do I get a {cert}?,8
I'm in semester 2 of biotech. What is the penalty for paying the semester fee late? Please help.,fees,template,fees::What is the penalty for paying the {fee} late?,18
The receipt for my admission fee shows the wrong amount. It is urgent.,fees,template,fees::The receipt for my {fee} shows the wrong amount.,13
I study mechanical. The barcode on my hostel ID card does not scan.,id_cards,template,id_cards::The barcode on my {card} does not scan.,13
"As a second year student, what is the process to apply for a mark statement?",transcripts,template,transcripts::What is the process to apply for a {doc}?,15
What is the eligibility for the government scholarship for SC/ST students?,scholarships,seed,seed::2::scholarships,11
"As a final year student, where do I request a degree transcript?",transcripts,template,transcripts::Where do I request a {doc}?,12
Will there be a hike in the tuition fee next year? It is urgent.,fees,template,fees::Will there be a hike in the {fee} next year?,14
My hall ticket has the wrong subject code for computer networks. I am in sem 1.,examinations,augmented,examinations::My hall ticket has the wrong subject code for {subject}.,16
How do I cook pasta?,out_of_scope,seed,seed::5::out_of_scope,5
How do I report a mistake in my attendance record for chemistry?,attendance,template,attendance::How do I report a mistake in my attendance record for {subject}?,12
"Help, my RFID access card is misplaced. Kindly guide me.",id_cards,template,"id_cards::Help, my {card} is {problem}.",10
What is the weather forecast for the weekend?,out_of_scope,hard_negative,hn::What is the weather forecast for the weekend?,8
"Hey, will there be a hike in the exam fee next year?",fees,template,fees::Will there be a hike in the {fee} next year?,12
How do I apply for attendance condonation?,attendance,seed,seed::2::attendance,7
why are exponents preformed before multiplication in the order of operations,out_of_scope,clinc150,clinc::why are exponents preformed before multiplication in the order of operations,11
"Hello, do you provide attested copies of the medium of instruction certificate?",certificates,template,certificates::Do you provide attested copies of the {cert}?,12
I am a faculty member in mechanical. Whom do I contact for hostel accommodation?,hostel,template,hostel::Whom do I contact for hostel accommodation?,14
Urgent: the result shows me absent for computer networks even though I appeared.,examinations,template,examinations::The result shows me absent for {subject} even though I appeared.,13
Are calculators allowed in the supplementary exam?,examinations,template,examinations::Are calculators allowed in the {exam}?,7
What docs r needed to get attendance condoned for an internship,attendance,augmented,attendance::What documents are needed to get attendance condoned for {reason}?,11
Money was deducted from my account for the sem fee but the payment failed. Kindly guide me.,fees,augmented,fees::Money was deducted from my account for the {fee} but the payment failed.,17
What documents r required for the research fellowship?,scholarships,augmented,scholarships::What documents are required for the {sch}?,8
Can I pay the tuition fee in installments? My roll number is K055.,fees,template,fees::Can I pay the {fee} in installments?,13
Can I take the summer course from another department?,academic_registration,template,academic_registration::Can I take the {course} from another department?,9
I am a faculty member in chemical. How do I get a chanae of exam centre for the end sem exam? Kindly gude me.,examinations,augmented,examinations::How do I get a change of exam centre for the {exam}?,24
I study biotech. Do I have to pay the development fee again after taking a break?,fees,template,fees::Do I have to pay the {fee} again after taking a break?,16
Who should I contact about my hostel ID card?,id_cards,template,id_cards::Who should I contact about my {card}?,9
What is the process to enroll in the lab course?,academic_registration,template,academic_registration::What is the process to enroll in the {course}?,10
I have not received my hostel ID card yet even after two months.,id_cards,template,id_cards::I have not received my {card} yet even after {duration}.,13
"I need a degree transcript for a university in Canada, what is the procedure? Kindly guide me.",transcripts,template,"transcripts::I need a {doc} for {dest}, what is the procedure?",17
I'm in semester 1 of CSE. What is the late registration fee for semester 5?,academic_registration,template,academic_registration::What is the late registration fee for {term}?,15
How do I renew my merit scholarship for next year?,scholarships,template,scholarships::How do I renew my {sch} for next year?,10
"Sir, tell me the procedure for obtaining a study certificate.",certificates,template,certificates::Tell me the procedure for obtaining a {cert}.,10
How long will it take to receive my degree transcript after applying? I am in semester 8.,transcripts,template,transcripts::How long will it take to receive my {doc} after applying?,17
Where can I download my hall ticket for the improvement exam?,examinations,template,examinations::Where can I download my hall ticket for the {exam}?,11
Can I bring a guest to the hostel? My roll number is K088.,hostel,template,hostel::Can I bring a guest to the hostel?,13
pleaes guide me on getting a dergee cert. i am in semester 1.,certificates,augmented,certificates::Please guide me on getting a {cert}.,13
I study IT. wat docs r requirfd for a passing cert? It is urgent.,certificates,augmented,certificates::What documents are required for a {cert}?,14
How do I renew my research fellowship for next year?,scholarships,template,scholarships::How do I renew my {sch} for next year?,10
I need my sealed trtnscript sent to WES,transcripts,augmented,transcripts::I need my {doc} sent to {dest}.,8
"Excuse me, how do I renew my SC/ST scholarship for next year?",scholarships,template,scholarships::How do I renew my {sch} for next year?,12
"Madam, how do I report a mistake in my attendance record for mathematics?",attendance,template,attendance::How do I report a mistake in my attendance record for {subject}?,13
Quick question: can I apply online for a degree certificate or do I have to visit the office?,certificates,template,certificates::Can I apply online for a {cert} or do I have to visit the office?,18
wat is the last date to apply for a degree cert? Thanks,certificates,augmented,certificates::What is the last date to apply for a {cert}?,12
"As a second year student, who do I contact about the supplementary exam schedule?",examinations,template,examinations::Who do I contact about the {exam} schedule?,14
"As a second year student, will there be a hike in the admission fee next year?",fees,template,fees::Will there be a hike in the {fee} next year?,16
Can the university send my official transcript directly to a university in Canada?,transcripts,template,transcripts::Can the university send my {doc} directly to {dest}?,13
"Hi, I am from biotech. The project credits is full, can I be added to the waitlist?",academic_registration,template,"academic_registration::The {course} is full, can I be added to the waitlist?",17
who is the coach of the chicago bulls,out_of_scope,clinc150,clinc::who is the coach of the chicago bulls,8
how much money does radiohead earn a year,out_of_scope,clinc150,clinc::how much money does radiohead earn a year,8
Is registration mandatory for the spring semester even if I have backlogs? Thank you.,academic_registration,template,academic_registration::Is registration mandatory for {term} even if I have backlogs?,14
What is the last date to fill the form for the supplementary exam?,examinations,template,examinations::What is the last date to fill the form for the {exam}?,13
how can i get a hpstel no dues certificate before vacating? my roll number is a012.,hostel,augmented,hostel::How can I get a hostel no dues certificate before vacating?,16
Which form do I fill for a new RFID access card?,id_cards,template,id_cards::Which form do I fill for a new {card}?,11
What is the amount of the SC/ST scholarship? Thanks.,scholarships,template,scholarships::What is the amount of the {sch}?,9
Quick question: the portal shows me absent although I was present in DBMS class.,attendance,template,attendance::The portal shows me absent although I was present in {subject} class.,14
"Hey, can I stay in the hostel during the summer vacation?",hostel,template,hostel::Can I stay in the hostel during {vac}?,11
"As a final year student, how can I get a hostel no dues certificate before vacating? Thank you.",hostel,template,hostel::How can I get a hostel no dues certificate before vacating?,18
I need to renew my studknt ID card. My roll number is K088,id_cards,augmented,id_cards::I need to renew my {card}.,13
Quick question: can I stay in the hostel during the semester break?,hostel,template,hostel::Can I stay in the hostel during {vac}?,12
Do I have to pay the re-registration fee again after taking a break? Kindly guide me.,fees,template,fees::Do I have to pay the {fee} again after taking a break?,16
"Madam, how do I request a provisional degree certificate for a passport application? My roll number is A056.",certificates,template,certificates::How do I request a {cert} for {purpose}?,18
what is the last date to fill the form for the practtical exam? it is urgent.,examinations,augmented,examinations::What is the last date to fill the form for the {exam}?,16
Is a provisional transcript enough for my master's application?,transcripts,template,transcripts::Is a {doc} enough for {dest}?,9
"As a first year student, how can I pay the tuition fee?",fees,template,fees::How can I pay the {fee}?,12
"Madam, do I have to visit the office to collect the semester-wise transcript? Any help is appreciated.",transcripts,template,transcripts::Do I have to visit the office to collect the {doc}?,17
Please tell me the procedure for the internal assessment in data structures.,examinations,template,examinations::Please tell me the procedure for the {exam} in {subject}.,12
"Hello, I have not received my library card yet even after a month.",id_cards,template,id_cards::I have not received my {card} yet even after {duration}.,13
How much does a degree transcript cost?,transcripts,template,transcripts::How much does a {doc} cost?,7
"Madam, can I track the status of my sealed transcript request?",transcripts,template,transcripts::Can I track the status of my {doc} request?,11
"As a final year student, I want to change to an AC room.",hostel,template,hostel::I want to change to a {room}.,13
"Excuse me, what documents are required for hostel admission?",hostel,template,hostel::What documents are required for hostel admission?,9
How long will it take to receive my mark statement after applying? It is urgent.,transcripts,template,transcripts::How long will it take to receive my {doc} after applying?,15
Urgent: how can I get my duplicate marksheet?,transcripts,template,transcripts::How can I get my {doc}?,8
"Madam, whbt is the last date to submit the attendance condonation form?",attendance,augmented,attendance::What is the last date to submit the attendance condonation form?,12
I am a faculty member in chemical. Is there a waiver or concession on the admission fee?,fees,template,fees::Is there a waiver or concession on the {fee}?,17
Quick question: can I bring a guest to the hostel?,hostel,template,hostel::Can I bring a guest to the hostel?,10
I am a second year mechanical student. Please guide me to apply for the minority scholarship.,scholarships,template,scholarships::Please guide me to apply for the {sch}.,16
Where is the warden's office? Thanks.,hostel,template,hostel::Where is the warden's office?,6
"Madam, how do I get a transfer cert?",certificates,augmented,certificates::How do I get a {cert}?,8
Book me a flight to Delhi.,out_of_scope,seed,seed::10::out_of_scope,6
"Quick question: help, my ID card is broken.",id_cards,template,"id_cards::Help, my {card} is {problem}.",8
"sir, wat is the minimum attendance required to appear for exams?",attendance,augmented,attendance::What is the minimum attendance required to appear for exams?,11
Is the bank passbook mandatory for the sports scholarship?,scholarships,template,scholarships::Is the {sdoc} mandatory for the {sch}?,9
"Hi, I am from MBA. How do I get permission for a night out from the hostel?",hostel,template,hostel::How do I get permission for a night out from the hostel?,17
"Hi, my girl child scholarship application was rejected, how do I appeal?",scholarships,template,"scholarships::My {sch} application was rejected, how do I appeal?",12
"As a first year student, the barcode on my hostel ID card does not scan.",id_cards,template,id_cards::The barcode on my {card} does not scan.,15
"The elective I wanted is full, can I get added to the waitlist?",academic_registration,seed,seed::16::academic_registration,13
I'm in semester 8 of biotech. When will my degree transcript be dispatched to a university in the UK?,transcripts,template,transcripts::When will my {doc} be dispatched to {dest}?,19
whon was nintendo created,out_of_scope,augmented,clinc::when was nintendo created,4
"Hello, I missed the re-exam in DBMS becaube of illness. What shoould I do?",examinations,augmented,examinations::I missed the {exam} in {subject} because of illness. What should I do?,14
"Excuse me, how can I get my sealde transcript? thx",transcripts,augmented,transcripts::How can I get my {doc}?,10
"Madam, I need my degree transcript sent to a background verification agency.",transcripts,template,transcripts::I need my {doc} sent to {dest}.,12
I need a study certificate for a visa application.,certificates,template,certificates::I need a {cert} for {purpose}.,9
I'm in semester 7 of biotech. Who signs the study certificate? I am in semester 3.,certificates,template,certificates::Who signs the {cert}?,16
Who marks the attendance for lab sessions?,attendance,seed,seed::7::attendance,7
Can I stay in the hostel during the exam period? I am in semester 7.,hostel,template,hostel::Can I stay in the hostel during {vac}?,15
Roll number K101 here. Is it possible to update the photo on my student ID card? Any help is appreciated.,id_cards,template,id_cards::Is it possible to update the photo on my {card}?,20
"Hello, what documents are needed for a replacement identity card?",id_cards,template,id_cards::What documents are needed for a replacement {card}?,10
Please tell me the procedure for the makeup exam in mathematics.,examinations,template,examinations::Please tell me the procedure for the {exam} in {subject}.,11
How do I apply for a ground floor room? Thank you.,hostel,template,hostel::How do I apply for a {room}?,11
How many copies of the transcript can I order at once?,transcripts,seed,seed::14::transcripts,11
I want a refund of my re-registration fee. It is urgent.,fees,template,fees::I want a refund of my {fee}.,11
What is the late registration fee for semester 5?,academic_registration,template,academic_registration::What is the late registration fee for {term}?,9
"excuse me, the barcode on my id card dooes not scan",id_cards,augmented,id_cards::The barcode on my {card} does not scan.,11
is k-12 education required outside of the united states,out_of_scope,clinc150,clinc::is k-12 education required outside of the united states,9
I am a final year CSE student. How do I get permission for a night out from the hostel?,hostel,template,hostel::How do I get permission for a night out from the hostel?,19
"There is an error in the details on my RFID access card, how do I correct it?",id_cards,template,"id_cards::There is an error in the details on my {card}, how do I correct it?",17
Can I get an unofficial duplicate marksheet instantly?,transcripts,template,transcripts::Can I get an unofficial {doc} instantly?,8
"Hi, what minimum CGPA do I need to keep my freeship?",scholarships,template,scholarships::What minimum CGPA do I need to keep my {sch}?,11
What is the maximum number of credits I can register for in semester 6? My roll number is J012.,academic_registration,template,academic_registration::What is the maximum number of credits I can register for in {term}?,19
Tell me about the post-matric scholarshiip available for students. It is urgent.,scholarships,augmented,scholarships::Tell me about the {sch} available for students.,12
How do I register for the minor program in next semester?,academic_registration,template,academic_registration::How do I register for the {course} in {term}?,11
Quick question: my registration for the fall semester is stuck at pending approval from the faculty advisor.,academic_registration,template,academic_registration::My registration for {term} is stuck at pending approval from the faculty advisor.,17
I'm in semester 3 of mechanical. I want to change to a double occupancy room. Thanks.,hostel,template,hostel::I want to change to a {room}.,16
"Hello, can I track the status of my official transcript request?",transcripts,template,transcripts::Can I track the status of my {doc} request?,11
What is the last date to fill the examination form?,examinations,seed,seed::7::examinations,10
Who should I contact about my identity card? Thanks.,id_cards,template,id_cards::Who should I contact about my {card}?,9
"Hello, I was absent because of a family emergency. Can my attendance be adjusted?",attendance,template,attendance::I was absent because of {reason}. Can my attendance be adjusted?,14
"Excuse me, tell me about the need-based scholarship available for students.",scholarships,template,scholarships::Tell me about the {sch} available for students.,11
"Hey, the barcode on my RFID access card does not scan.",id_cards,template,id_cards::The barcode on my {card} does not scan.,11
"Hi, what documents are required for hostel admission?",hostel,template,hostel::What documents are required for hostel admission?,8
How do I cancel my hostel booking? Thanks.,hostel,template,hostel::How do I cancel my hostel booking?,8
what are van gogh's best pieces,out_of_scope,clinc150,clinc::what are van gogh's best pieces,6
Who is the coordinator for the minority scholarship?,scholarships,template,scholarships::Who is the coordinator for the {sch}?,8
I need to extend my hostel stay during the exam period.,hostel,template,hostel::I need to extend my hostel stay during {vac}.,11
Can I tack the statuus of my official transcript request? Thank you.,transcripts,augmented,transcripts::Can I track the status of my {doc} request?,12
How do I get a NOC?,certificates,template,certificates::How do I get a {cert}?,6
Suggest a good book on operating systems.,out_of_scope,hard_negative,hn::Suggest a good book on operating systems.,7
How do I register for the summer course in next semester?,academic_registration,template,academic_registration::How do I register for the {course} in {term}?,11
I need a bonafide certificate for my bank loan.,certificates,seed,seed::1::certificates,9
Can I get an unofficial sealed transcript instantly? It is urgent.,transcripts,template,transcripts::Can I get an unofficial {doc} instantly?,11
I want a certificate stating I am a student here for my visa application.,certificates,seed,seed::7::certificates,14
Quick question: what is the process to enroll in the mior program?,academic_registration,augmented,academic_registration::What is the process to enroll in the {course}?,12
How long will it take to receive my duplicate marksheet after applying?,transcripts,template,transcripts::How long will it take to receive my {doc} after applying?,12
what time does the louvre open,out_of_scope,clinc150,clinc::what time does the louvre open,6
Where do I apply for a duplicate library card?,id_cards,template,id_cards::Where do I apply for a duplicate {card}?,9
When will the SC/ST scholarship amount be credited? I am in semester 5.,scholarships,template,scholarships::When will the {sch} amount be credited?,13
How many students get the minority scholarship each year?,scholarships,template,scholarships::How many students get the {sch} each year?,9
"I am a second year electrical student. My request for a duplicate marksheet is still pending, who do I follow up with?",transcripts,template,"transcripts::My request for a {doc} is still pending, who do I follow up with?",22
I am a faculty member in CSE. What minimum CGPA do I need to keep my research fellowship?,scholarships,template,scholarships::What minimum CGPA do I need to keep my {sch}?,18
can i get an unofficial saled transcript instantly,transcripts,augmented,transcripts::Can I get an unofficial {doc} instantly?,8
Where can I collect my character certificate?,certificates,template,certificates::Where can I collect my {cert}?,7
How long does it take to get a new identity card? Any help is appreciated.,id_cards,template,id_cards::How long does it take to get a new {card}?,15
Quick question: what is the passing criterion for the practical exam? Kindly guide me.,examinations,template,examinations::What is the passing criterion for the {exam}?,14
how can i become an aerospace engineer,out_of_scope,clinc150,clinc::how can i become an aerospace engineer,7
How do I request a bonafide certificate for a hostel application?,certificates,template,certificates::How do I request a {cert} for {purpose}?,11
Do I have to pay the admission fee again after taking a break? Thank you.,fees,template,fees::Do I have to pay the {fee} again after taking a break?,15
"Hey, how can I get my provisional transcript? Please help.",transcripts,template,transcripts::How can I get my {doc}?,10
"Hello, can I aply online for a NOC or do I have to visit the office?",certificates,augmented,certificates::Can I apply online for a {cert} or do I have to visit the office?,16
What documents r required for a degree cert?,certificates,augmented,certificates::What documents are required for a {cert}?,8
"Hi, where can I download my hall ticket for the internal assessment? I am in semester 7.",examinations,template,examinations::Where can I download my hall ticket for the {exam}?,17
I'm in semester 5 of biotech. Can I track the status of my mark statement request?,transcripts,template,transcripts::Can I track the status of my {doc} request?,16
i sttudy it. where do i submit a medical cert for my absence?,attendance,augmented,attendance::Where do I submit a medical certificate for my absence?,13
What is the amount of the post-matric scholarship?,scholarships,template,scholarships::What is the amount of the {sch}?,8
"Madam, tell me about the freeship available for students.",scholarships,template,scholarships::Tell me about the {sch} available for students.,9
Can I still sit for the exams with 73 percent attendance? I am in semester 8.,attendance,template,attendance::Can I still sit for the exams with {pct} attendance?,16
What documents are required for a medium of instruction certificate? Any help is appreciated.,certificates,template,certificates::What documents are required for a {cert}?,14
What r the rules for hostel night out,hostel,augmented,seed::18::hostel,8
How can faculty upload attendance for a batch? I am in second year.,attendance,template,attendance::How can faculty upload attendance for a batch?,13
Are first year students allowed to live in the hostel? I am in final year.,hostel,template,hostel::Are first year students allowed to live in the hostel?,15
"hi, my machine learning exam clashes with another paper, wat shuld i do? my rlol number is k059.",examinations,augmented,"examinations::My {subject} exam clashes with another paper, what should I do?",18
I'm in semester 5 of CSE. What is the last date to apply for a degree certificate?,certificates,template,certificates::What is the last date to apply for a {cert}?,17
I want to change to an AC room. It is urgent.,hostel,template,hostel::I want to change to a {room}.,11
Can I stay in the hostel during the summer vacation? Thanks.,hostel,template,hostel::Can I stay in the hostel during {vac}?,11
Do I have to visit the office to collect the degree transcript?,transcripts,template,transcripts::Do I have to visit the office to collect the {doc}?,12
What is the process to apply for an official transcript?,transcripts,template,transcripts::What is the process to apply for a {doc}?,10
I am a second year electrical student. What is the last date to apply for a degree certificate?,certificates,template,certificates::What is the last date to apply for a {cert}?,18
When will my domicile verification letter be ready?,certificates,template,certificates::When will my {cert} be ready?,8
Is it going to rain during the fest?,out_of_scope,hard_negative,hn::Is it going to rain during the fest?,8
pls guide me to aply for the need-based scholarship,scholarships,augmented,scholarships::Please guide me to apply for the {sch}.,9
Is a double occupancy room available this semester?,hostel,template,hostel::Is a {room} available this semester?,8
"Hey, wat is the last date to submit the attnd condonation form?",attendance,augmented,attendance::What is the last date to submit the attendance condonation form?,12
Can I track the status of my deree transcript request,transcripts,augmented,transcripts::Can I track the status of my {doc} request?,10
Who is the CEO of Google?,out_of_scope,hard_negative,hn::Who is the CEO of Google?,6
Whom do I contact for hostel accommodation? My roll number is K101.,hostel,template,hostel::Whom do I contact for hostel accommodation?,12
how do i start my own marketing firm,out_of_scope,clinc150,clinc::how do i start my own marketing firm,8
What is the process to enroll in the honours program?,academic_registration,template,academic_registration::What is the process to enroll in the {course}?,10
I missed the makeup exam in mathematics because of illness. What should I do? It is urgent.,examinations,template,examinations::I missed the {exam} in {subject} because of illness. What should I do?,17
What is the last date to submit the attendance condonation form?,attendance,seed,seed::15::attendance,11
I am a first year electrical student. wat are the prerequisites for the elective,academic_registration,augmented,academic_registration::What are the prerequisites for the {course}?,14
Can the university send my semester-wise transcript directly to a background verification agency?,transcripts,template,transcripts::Can the university send my {doc} directly to {dest}?,13
I study chemical. When will my semester-wise transcript be dispatched to IELTS?,transcripts,template,transcripts::When will my {doc} be dispatched to {dest}?,12
when will the sports scohlarship amount be credited,scholarships,augmented,scholarships::When will the {sch} amount be credited?,8
"Hello, my registration for the fall sem is stuck at pending approvla from the faculty advisor",academic_registration,augmented,academic_registration::My registration for {term} is stuck at pending approval from the faculty advisor.,16
Money was deducted from my account for the admission fee but the payment failed. My roll number is J088.,fees,template,fees::Money was deducted from my account for the {fee} but the payment failed.,19
Which form do I fill for a new identity card?,id_cards,template,id_cards::Which form do I fill for a new {card}?,10
How do I re-register after a semester break?,academic_registration,template,academic_registration::How do I re-register after a semester break?,8
My photo on the hostel ID card is wrong.,id_cards,template,id_cards::My photo on the {card} is wrong.,9
How many days does it take to issue a passing certificate? Thank you.,certificates,template,certificates::How many days does it take to issue a {cert}?,13
"Excuse me, how do I report a mistake in my attendance record for computer networks? Kindly guide me.",attendance,template,attendance::How do I report a mistake in my attendance record for {subject}?,18
"Hi, my minority scholarship application was rejected, how do I appeal? Kindly guide me.",scholarships,template,"scholarships::My {sch} application was rejected, how do I appeal?",14
what stage of evolution am i,out_of_scope,clinc150,clinc::what stage of evolution am i,6
I am a faculty member in electrical. wat is the eligibility for the freeship?,scholarships,augmented,scholarships::What is the eligibility for the {sch}?,14
I am a second year electrical student. Can I register for the summer course along with my regular courses? Any help is appreciated.,academic_registration,template,academic_registration::Can I register for the {course} along with my regular courses?,23
I am a first year biotech student. How do I report a mistake in my attendance record for computer networks?,attendance,template,attendance::How do I report a mistake in my attendance record for {subject}?,20
How can I check my pending dues for the tuition fee?,fees,template,fees::How can I check my pending dues for the {fee}?,11
I'm in semester 5 of biotech. When will the allotment for a room in the girls hostel be announced?,hostel,template,hostel::When will the allotment for a {room} be announced?,19
"Hello, how much does a degree transcript cost? It is urgent.",transcripts,template,transcripts::How much does a {doc} cost?,11
I am a faculty member in electrical. Which form do I fill for a new RFID access card? Thank you.,id_cards,template,id_cards::Which form do I fill for a new {card}?,20
I am a first year biotech student. Can the university send my consolidatted marksheet directly to my master's application?,transcripts,augmented,transcripts::Can the university send my {doc} directly to {dest}?,19
i am a second year electrical student. wat is the fee for a consolidated marksheet?,transcripts,augmented,transcripts::What is the fee for a {doc}?,15
Quick question: I need my degree transcript sent to a graduate school in the US. I am in second year.,transcripts,template,transcripts::I need my {doc} sent to {dest}.,20
"As a fiirst year student, is there a waiver or concession on the re-registration fee? Thanks",fees,augmented,fees::Is there a waiver or concession on the {fee}?,16
Please tell me the procedure for the internal assessment in operating systems.,examinations,template,examinations::Please tell me the procedure for the {exam} in {subject}.,12
Where is the warden's office? Thank you.,hostel,template,hostel::Where is the warden's office?,7
"Hi, when will the mathematics marks be published?",examinations,template,examinations::When will the {subject} marks be published?,8
i'm in sem 7 of electrical. i was absent because of a college fest. can my attnd be adjusted?,attendance,augmented,attendance::I was absent because of {reason}. Can my attendance be adjusted?,19
Roll number J059 here. What is the penalty for paying the re-registration fee late? Thank you.,fees,template,fees::What is the penalty for paying the {fee} late?,16
I missed the practical exam in DBMS because of illness. What shouuld I do? Any help is appreciated.,examinations,augmented,examinations::I missed the {exam} in {subject} because of illness. What should I do?,18
Who do I contact about the makeup exam schedule?,examinations,template,examinations::Who do I contact about the {exam} schedule?,9
Urgent: wat is the eligibility for the girl child scholarship,scholarships,augmented,scholarships::What is the eligibility for the {sch}?,10
Is payment of the re-registration fee by UPI accepted at the accounts office?,fees,template,fees::Is payment of the {fee} by {mode} accepted at the accounts office?,13
How do I request a bonafide certificate for a visa application?,certificates,template,certificates::How do I request a {cert} for {purpose}?,11
What minimum CGPA do I need to keep my sports scholarship? Kindly guide me.,scholarships,template,scholarships::What minimum CGPA do I need to keep my {sch}?,14
I am a faculty member in chemical. Which form do I fill for a new student ID card? I am in final year.,id_cards,template,id_cards::Which form do I fill for a new {card}?,23
urgent: the result shows me absent for machine learninng even though i appeared.,examinations,augmented,examinations::The result shows me absent for {subject} even though I appeared.,13
Is it possible to update the photo on my ID card?,id_cards,template,id_cards::Is it possible to update the photo on my {card}?,11
Quick question: please guide me to apply for the post-matric scholarship.,scholarships,template,scholarships::Please guide me to apply for the {sch}.,11
What is the eligibility for the freeship?,scholarships,template,scholarships::What is the eligibility for the {sch}?,7
I'm in semester 3 of mechanical. My registration for semester 6 is stuck at pending approval from the faculty advisor.,academic_registration,template,academic_registration::My registration for {term} is stuck at pending approval from the faculty advisor.,20
How is attendance calculated for the semester?,attendance,seed,seed::14::attendance,7
Who should I contact abouut my ID card? thx.,id_cards,augmented,id_cards::Who should I contact about my {card}?,9
When is the college cricket tournament?,out_of_scope,hard_negative,hn::When is the college cricket tournament?,6
Urgent: who signs the NOC?,certificates,template,certificates::Who signs the {cert}?,5
Do you provide transcripts in a sealed cover with the university stamp?,transcripts,seed,seed::18::transcripts,12
Are calculators allowed in the re-exam?,examinations,template,examinations::Are calculators allowed in the {exam}?,6
Are calculators allowed in the end semester exam? Kindly guide me.,examinations,template,examinations::Are calculators allowed in the {exam}?,11
The receipt for my re-registration fee shows the wrong amount.,fees,template,fees::The receipt for my {fee} shows the wrong amount.,10
Is a semester-wise transcript enough for WES?,transcripts,template,transcripts::Is a {doc} enough for {dest}?,7
I study CSE. How can I get my duplicate marksheet?,transcripts,template,transcripts::How can I get my {doc}?,10
How can I check my pending dues for the semester fee?,fees,template,fees::How can I check my pending dues for the {fee}?,11
Where do I submit a medical certificate for my absence? Thank you.,attendance,template,attendance::Where do I submit a medical certificate for my absence?,12
My registration for next semester is stuck at pending approval from the faculty advisor.,academic_registration,template,academic_registration::My registration for {term} is stuck at pending approval from the faculty advisor.,14
How do I get a medium of instruction certificate?,certificates,template,certificates::How do I get a {cert}?,9
"Hey, where is the warden's office?",hostel,template,hostel::Where is the warden's office?,6
Roll number K059 here. Is registration mandatory for the spring semester even if I have backlogs? Any help is appreciated.,academic_registration,template,academic_registration::Is registration mandatory for {term} even if I have backlogs?,20
Urgent: do I have to pay the re-registration fee again after taking a break? Please help.,fees,template,fees::Do I have to pay the {fee} again after taking a break?,16
Can I still sit for the exams with 68 percent attendance?,attendance,template,attendance::Can I still sit for the exams with {pct} attendance?,11
I am a faculty member in MBA. Is attnd mandatory for operating systems lab sessions,attendance,augmented,attendance::Is attendance mandatory for {subject} lab sessions?,15
Please guide me on requesting a duplicate marksheet for WES. Any help is appreciated.,transcripts,template,transcripts::Please guide me on requesting a {doc} for {dest}.,14
